patron_id,patron_type,age_range,home_library,total_checkouts
P0246,Adult,45 to 54 years,Glen Park,1
P0246,Adult,60 to 64 years,Parkside,1
P0246,At User Adult,35 to 44 years,Eureka Valley,1
P0246,Digital Access Card,Null,Excelsior,1
P0246,Retired Staff,75 years and over,Parkside,1
P0246,Senior,60 to 64 years,Excelsior,1
P0246,Teacher Card,55 to 59 years,Bayview,1
P0246,Teacher Card,60 to 64 years,Main,1
P0246,Teacher Card,60 to 64 years,Merced,1
P0246,Teacher Card,60 to 64 years,Visitacion Valley,1
P0246,Welcome,20 to 24 years,North Beach,1
P0246,Welcome,60 to 64 years,Western Addition,1
P0247,Adult,20 to 24 years,Excelsior,1
P0247,Adult,55 to 59 years,Visitacion Valley,1
P0247,At User Welcome,60 to 64 years,Main,1
P0247,Digital Access Card,10 to 19 years,Eureka Valley,1
P0247,Digital Access Card,20 to 24 years,Ocean View,1
P0247,Digital Access Card,55 to 59 years,Chinatown,1
P0247,Digital Access Card,55 to 59 years,Merced,1
P0247,Digital Access Card,60 to 64 years,Merced,1
P0247,Digital Access Card,65 to 74 years,Richmond,1
P0247,Juvenile,10 to 19 years,Ingleside,1
P0247,Retired Staff,75 years and over,Bookmobile,1
P0247,Senior,Null,Mission,1
P0247,Teacher Card,65 to 74 years,Merced,1
P0247,Teacher Card,Null,Glen Park,1
P0247,Welcome,35 to 44 years,Excelsior,1
P0248,Adult,25 to 34 years,Parkside,1
P0248,Adult,55 to 59 years,Anza,1
P0248,Adult,60 to 64 years,Excelsior,1
P0248,Adult,75 years and over,Excelsior,1
P0248,Adult,Null,Park,1
P0248,Digital Access Card,25 to 34 years,Merced,1
P0248,Digital Access Card,75 years and over,Noe Valley,1
P0248,Digital Access Card,Null,Excelsior,1
P0248,Library By Mail,75 years and over,Bookmobile,1
P0248,Retired Staff,75 years and over,West Portal,1
P0248,Senior,60 to 64 years,Sunset,1
P0248,Teacher Card,25 to 34 years,Richmond,1
P0248,Welcome,45 to 54 years,Glen Park,1
P0248,Welcome,60 to 64 years,Potrero,1
P0248,Welcome,65 to 74 years,Mission,1
P0249,Adult,10 to 19 years,Park,1
P0249,Adult,10 to 19 years,Visitacion Valley,1
P0249,Adult,65 to 74 years,Bernal Heights,1
P0249,At User Adult,45 to 54 years,Main,1
P0249,Business,Null,Main,1
P0249,Digital Access Card,55 to 59 years,Ocean View,1
P0249,Digital Access Card,75 years and over,Excelsior,1
P0249,Senior,65 to 74 years,Glen Park,1
P0249,Teacher Card,55 to 59 years,Portola,1
P0249,Visitor,20 to 24 years,Bernal Heights,1
P0249,Visitor,55 to 59 years,North Beach,1
P0249,Welcome,20 to 24 years,Western Addition,1
P0249,Welcome,25 to 34 years,Main,1
P0249,Welcome,25 to 34 years,Western Addition,1
P0249,Welcome,65 to 74 years,Glen Park,1
P0250,Adult,0 to 9 years,Mission,1
P0250,Adult,20 to 24 years,Null,1
P0250,Adult,45 to 54 years,Richmond,1
P0250,Digital Access Card,10 to 19 years,North Beach,1
P0250,Digital Access Card,20 to 24 years,Mission,1
P0250,Digital Access Card,60 to 64 years,Ingleside,1
P0250,Retired Staff,65 to 74 years,Ocean View,1
P0250,Senior,60 to 64 years,Visitacion Valley,1
P0250,Teacher Card,55 to 59 years,Excelsior,1
P0250,Teen,10 to 19 years,Glen Park,1
P0250,Visitor,25 to 34 years,Marina,1
P0250,Visitor,35 to 44 years,Presidio,1
P0250,Welcome,25 to 34 years,Glen Park,1
P0250,Welcome,45 to 54 years,Glen Park,1
P0250,Welcome,55 to 59 years,Bookmobile,1
P0251,Adult,0 to 9 years,Chinatown,1
P0251,Adult,25 to 34 years,Presidio,1
P0251,Adult,60 to 64 years,Presidio,1
P0251,At User Adult,45 to 54 years,Richmond,1
P0251,At User Teen,10 to 19 years,Merced,1
P0251,Digital Access Card,10 to 19 years,Marina,1
P0251,Juvenile,35 to 44 years,Chinatown,1
P0251,Library By Mail,45 to 54 years,Main,1
P0251,Senior,55 to 59 years,Bookmobile,1
P0251,Teacher Card,25 to 34 years,Anza,1
P0251,Teen,10 to 19 years,Potrero,1
P0251,Welcome,20 to 24 years,Ocean View,1
P0251,Welcome,45 to 54 years,Ocean View,1
P0251,Welcome,60 to 64 years,Anza,1
P0251,Welcome,60 to 64 years,North Beach,1
P0252,Adult,20 to 24 years,Golden Gate Valley,1
P0252,Adult,35 to 44 years,West Portal,1
P0252,Adult,45 to 54 years,Richmond,1
P0252,Adult,55 to 59 years,Ocean View,1
P0252,Adult,60 to 64 years,Western Addition,1
P0252,At User Adult,35 to 44 years,Mission,1
P0252,Digital Access Card,25 to 34 years,Chinatown,1
P0252,Digital Access Card,35 to 44 years,Bayview,1
P0252,Juvenile,10 to 19 years,Portola,1
P0252,Senior,75 years and over,Bernal Heights,1
P0252,Teacher Card,25 to 34 years,Parkside,1
P0252,Teen,10 to 19 years,Presidio,1
P0252,Visitor,35 to 44 years,Eureka Valley,1
P0252,Visitor,65 to 74 years,Excelsior,1
P0252,Welcome,75 years and over,Noe Valley,1
P0253,Adult,35 to 44 years,Sunset,1
P0253,At User Adult,Null,Main,1
P0253,Juvenile,0 to 9 years,Main,1
P0253,Juvenile,25 to 34 years,Bayview,1
P0253,Retired Staff,65 to 74 years,Excelsior,1
P0253,Senior,65 to 74 years,Bernal Heights,1
P0253,Teacher Card,20 to 24 years,Main,1
P0253,Teacher Card,20 to 24 years,Presidio,1
P0253,Teacher Card,60 to 64 years,Richmond,1
P0253,Teacher Card,Null,Anza,1
P0253,Teen,0 to 9 years,Anza,1
P0253,Visitor,20 to 24 years,Bernal Heights,1
P0253,Visitor,35 to 44 years,Main,1
P0253,Welcome,0 to 9 years,Bernal Heights,1
P0253,Welcome,35 to 44 years,Richmond,1
P0254,Adult,0 to 9 years,Glen Park,1
P0254,Adult,20 to 24 years,Glen Park,1
P0254,Adult,35 to 44 years,Golden Gate Valley,1
P0254,Adult,45 to 54 years,West Portal,1
P0254,Adult,55 to 59 years,Visitacion Valley,1
P0254,At User Senior,65 to 74 years,Merced,1
P0254,Retired Staff,55 to 59 years,Main,1
P0254,Retired Staff,75 years and over,Mission,1
P0254,Retired Staff,75 years and over,Park,1
P0254,Senior,65 to 74 years,Null,1
P0254,Teacher Card,25 to 34 years,Portola,1
P0254,Welcome,55 to 59 years,Marina,1
P0254,Welcome,65 to 74 years,Marina,1
P0254,Welcome,65 to 74 years,Mission Bay,1
P0254,Welcome,Null,Merced,1
P0255,Adult,20 to 24 years,Mission Bay,1
P0255,Adult,65 to 74 years,Mission Bay,1
P0255,At User Adult,45 to 54 years,West Portal,1
P0255,Digital Access Card,55 to 59 years,Mission,1
P0255,Juvenile,0 to 9 years,Portola,1
P0255,Retired Staff,Null,Chinatown,1
P0255,Senior,55 to 59 years,Ortega,1
P0255,Senior,65 to 74 years,Main,1
P0255,Senior,65 to 74 years,Parkside,1
P0255,Senior,75 years and over,Bernal Heights,1
P0255,Senior,75 years and over,Noe Valley,1
P0255,Senior,75 years and over,Potrero,1
P0255,Welcome,0 to 9 years,Excelsior,1
P0255,Welcome,10 to 19 years,Portola,1
P0255,Welcome,75 years and over,Ocean View,1
P0256,Adult,10 to 19 years,Excelsior,1
P0256,At User Welcome,10 to 19 years,Main,1
P0256,Digital Access Card,35 to 44 years,Excelsior,1
P0256,Digital Access Card,35 to 44 years,Merced,1
P0256,Digital Access Card,35 to 44 years,Park,1
P0256,Digital Access Card,75 years and over,Chinatown,1
P0256,Digital Access Card,75 years and over,Excelsior,1
P0256,Digital Access Card,75 years and over,North Beach,1
P0256,Retired Staff,75 years and over,Western Addition,1
P0256,Senior,75 years and over,Eureka Valley,1
P0256,Teacher Card,65 to 74 years,Main,1
P0256,Welcome,35 to 44 years,Bayview,1
P0256,Welcome,45 to 54 years,Anza,1
P0256,Welcome,45 to 54 years,Excelsior,1
P0256,Welcome,75 years and over,Golden Gate Valley,1
P0257,Adult,25 to 34 years,Marina,1
P0257,Adult,65 to 74 years,Excelsior,1
P0257,Adult,65 to 74 years,Richmond,1
P0257,Digital Access Card,10 to 19 years,Marina,1
P0257,Digital Access Card,20 to 24 years,Chinatown,1
P0257,Juvenile,Null,Main,1
P0257,Retired Staff,60 to 64 years,Main,1
P0257,Senior,35 to 44 years,Western Addition,1
P0257,Teacher Card,45 to 54 years,Chinatown,1
P0257,Teacher Card,45 to 54 years,Excelsior,1
P0257,Teacher Card,65 to 74 years,Ortega,1
P0257,Teen,10 to 19 years,Excelsior,1
P0257,Welcome,10 to 19 years,Visitacion Valley,1
P0257,Welcome,45 to 54 years,Anza,1
P0257,Welcome,Null,Main,1
P0258,Adult,0 to 9 years,Mission,1
P0258,Adult,20 to 24 years,Ortega,1
P0258,Adult,65 to 74 years,Marina,1
P0258,Adult,75 years and over,Mission,1
P0258,Adult,75 years and over,Presidio,1
P0258,Digital Access Card,20 to 24 years,North Beach,1
P0258,Digital Access Card,20 to 24 years,Richmond,1
P0258,Digital Access Card,65 to 74 years,Eureka Valley,1
P0258,Juvenile,65 to 74 years,Main,1
P0258,Retired Staff,60 to 64 years,Visitacion Valley,1
P0258,Senior,60 to 64 years,West Portal,1
P0258,Senior,75 years and over,Presidio,1
P0258,Teacher Card,45 to 54 years,Main,1
P0258,Visitor,45 to 54 years,Main,1
P0258,Welcome,35 to 44 years,Richmond,1
P0259,Adult,20 to 24 years,Ocean View,1
P0259,Adult,35 to 44 years,Bookmobile,1
P0259,Adult,65 to 74 years,North Beach,1
P0259,At User Adult,20 to 24 years,Ocean View,1
P0259,At User Adult,55 to 59 years,Main,1
P0259,At User Adult,60 to 64 years,Eureka Valley,1
P0259,Digital Access Card,20 to 24 years,Mission,1
P0259,Digital Access Card,25 to 34 years,Bookmobile,1
P0259,Digital Access Card,55 to 59 years,Chinatown,1
P0259,Digital Access Card,60 to 64 years,Bayview,1
P0259,Digital Access Card,75 years and over,Ocean View,1
P0259,Senior,65 to 74 years,Bookmobile,1
P0259,Teacher Card,35 to 44 years,Bayview,1
P0259,Teacher Card,35 to 44 years,Main,1
P0259,Welcome,25 to 34 years,Mission Bay,1
P0260,Adult,0 to 9 years,Chinatown,1
P0260,Adult,35 to 44 years,Excelsior,1
P0260,Adult,45 to 54 years,Glen Park,1
P0260,Adult,45 to 54 years,Marina,1
P0260,Adult,60 to 64 years,West Portal,1
P0260,At User Juvenile,10 to 19 years,Noe Valley,1
P0260,Digital Access Card,10 to 19 years,Noe Valley,1
P0260,Digital Access Card,20 to 24 years,Ortega,1
P0260,Digital Access Card,25 to 34 years,Parkside,1
P0260,Digital Access Card,45 to 54 years,Portola,1
P0260,Juvenile,45 to 54 years,Main,1
P0260,Senior,75 years and over,Glen Park,1
P0260,Teacher Card,60 to 64 years,Ingleside,1
P0260,Teacher Card,75 years and over,Merced,1
P0260,Visitor,60 to 64 years,Sunset,1
P0261,Adult,25 to 34 years,Main,1
P0261,Adult,65 to 74 years,Bookmobile,1
P0261,Adult,Null,Mission,1
P0261,Digital Access Card,0 to 9 years,Bayview,1
P0261,Digital Access Card,10 to 19 years,Marina,1
P0261,Digital Access Card,55 to 59 years,Marina,1
P0261,Retired Staff,Null,Glen Park,1
P0261,Senior,55 to 59 years,Ortega,1
P0261,Teacher Card,65 to 74 years,Golden Gate Valley,1
P0261,Teen,10 to 19 years,Bernal Heights,1
P0261,Visitor,25 to 34 years,Anza,1
P0261,Visitor,25 to 34 years,Ingleside,1
P0261,Visitor,25 to 34 years,Merced,1
P0261,Welcome,55 to 59 years,Sunset,1
P0261,Welcome,Null,Presidio,1
P0262,Adult,25 to 34 years,Mission Bay,1
P0262,Adult,75 years and over,West Portal,1
P0262,At User Adult,Null,Main,1
P0262,Digital Access Card,25 to 34 years,Parkside,1
P0262,Digital Access Card,45 to 54 years,Mission Bay,1
P0262,Digital Access Card,Null,Parkside,1
P0262,Juvenile,0 to 9 years,Bookmobile,1
P0262,Senior,60 to 64 years,Main,1
P0262,Senior,75 years and over,Sunset,1
P0262,Teacher Card,25 to 34 years,Ocean View,1
P0262,Teacher Card,Null,Bernal Heights,1
P0262,Visitor,35 to 44 years,Presidio,1
P0262,Welcome,20 to 24 years,Bernal Heights,1
P0262,Welcome,55 to 59 years,Presidio,1
P0262,Welcome,65 to 74 years,Anza,1
P0263,Adult,20 to 24 years,Parkside,1
P0263,Adult,60 to 64 years,Null,1
P0263,Adult,65 to 74 years,Mission,1
P0263,Adult,Null,Richmond,1
P0263,At User Adult,25 to 34 years,Mission,1
P0263,At User Adult,35 to 44 years,West Portal,1
P0263,At User Adult,45 to 54 years,Main,1
P0263,Digital Access Card,20 to 24 years,Mission,1
P0263,Digital Access Card,55 to 59 years,Bayview,1
P0263,Digital Access Card,60 to 64 years,Parkside,1
P0263,Retired Staff,55 to 59 years,Main,1
P0263,Teen,10 to 19 years,Ortega,1
P0263,Teen,25 to 34 years,Bookmobile,1
P0263,Welcome,35 to 44 years,North Beach,1
P0263,Welcome,45 to 54 years,Glen Park,1
P0264,Adult,35 to 44 years,Presidio,1
P0264,Adult,60 to 64 years,Park,1
P0264,Digital Access Card,20 to 24 years,Eureka Valley,1
P0264,Digital Access Card,20 to 24 years,Golden Gate Valley,1
P0264,Digital Access Card,35 to 44 years,Chinatown,1
P0264,Digital Access Card,55 to 59 years,Anza,1
P0264,Juvenile,0 to 9 years,Golden Gate Valley,1
P0264,Juvenile,Null,Main,1
P0264,Retired Staff,Null,Portola,1
P0264,Senior,45 to 54 years,Bookmobile,1
P0264,Teacher Card,0 to 9 years,Mission,1
P0264,Teacher Card,25 to 34 years,Visitacion Valley,1
P0264,Visitor,75 years and over,Noe Valley,1
P0264,Welcome,20 to 24 years,Glen Park,1
P0264,Welcome,55 to 59 years,Ingleside,1
P0265,Adult,0 to 9 years,Mission,1
P0265,Adult,25 to 34 years,Eureka Valley,1
P0265,Adult,45 to 54 years,West Portal,1
P0265,Digital Access Card,45 to 54 years,Parkside,1
P0265,Library By Mail,35 to 44 years,Main,1
P0265,Retired Staff,55 to 59 years,West Portal,1
P0265,Senior,65 to 74 years,Anza,1
P0265,Senior,75 years and over,Ocean View,1
P0265,Teacher Card,45 to 54 years,Bayview,1
P0265,Teacher Card,65 to 74 years,Eureka Valley,1
P0265,Teacher Card,65 to 74 years,Excelsior,1
P0265,Teacher Card,65 to 74 years,Parkside,1
P0265,Welcome,25 to 34 years,Merced,1
P0265,Welcome,55 to 59 years,Mission Bay,1
P0265,Welcome,65 to 74 years,Noe Valley,1
P0266,Adult,45 to 54 years,Main,1
P0266,Adult,65 to 74 years,Park,1
P0266,Adult,75 years and over,Marina,1
P0266,Adult,Null,Park,1
P0266,Digital Access Card,60 to 64 years,Park,1
P0266,Juvenile,0 to 9 years,Anza,1
P0266,Library By Mail,20 to 24 years,Main,1
P0266,Retired Staff,Null,Richmond,1
P0266,Senior,65 to 74 years,Richmond,1
P0266,Teacher Card,25 to 34 years,Mission Bay,1
P0266,Teacher Card,25 to 34 years,Parkside,1
P0266,Visitor,25 to 34 years,Sunset,1
P0266,Visitor,35 to 44 years,North Beach,1
P0266,Welcome,25 to 34 years,Mission,1
P0266,Welcome,45 to 54 years,Ocean View,1
P0267,Adult,0 to 9 years,West Portal,1
P0267,Adult,35 to 44 years,Mission,1
P0267,Adult,45 to 54 years,North Beach,1
P0267,Adult,Null,Bayview,1
P0267,At User Adult,55 to 59 years,Marina,1
P0267,Senior,55 to 59 years,Park,1
P0267,Senior,65 to 74 years,North Beach,1
P0267,Senior,75 years and over,Glen Park,1
P0267,Teacher Card,20 to 24 years,Chinatown,1
P0267,Teacher Card,45 to 54 years,Bayview,1
P0267,Teacher Card,55 to 59 years,Sunset,1
P0267,Teacher Card,60 to 64 years,Western Addition,1
P0267,Teacher Card,Null,Bookmobile,1
P0267,Teen,10 to 19 years,Merced,1
P0267,Welcome,45 to 54 years,Bernal Heights,1
P0268,Adult,20 to 24 years,Visitacion Valley,1
P0268,Adult,55 to 59 years,Western Addition,1
P0268,At User Adult,25 to 34 years,West Portal,1
P0268,At User Teen,10 to 19 years,Merced,1
P0268,Digital Access Card,25 to 34 years,Bayview,1
P0268,Digital Access Card,45 to 54 years,Park,1
P0268,Digital Access Card,55 to 59 years,Anza,1
P0268,Digital Access Card,55 to 59 years,Golden Gate Valley,1
P0268,Digital Access Card,55 to 59 years,Richmond,1
P0268,Digital Access Card,Null,Visitacion Valley,1
P0268,Retired Staff,60 to 64 years,Visitacion Valley,1
P0268,Retired Staff,75 years and over,Ortega,1
P0268,Retired Staff,Null,Noe Valley,1
P0268,Senior,65 to 74 years,Excelsior,1
P0268,Welcome,65 to 74 years,Anza,1
P0269,Adult,0 to 9 years,North Beach,1
P0269,Adult,20 to 24 years,Golden Gate Valley,1
P0269,Adult,25 to 34 years,Null,1
P0269,Adult,35 to 44 years,Bernal Heights,1
P0269,Adult,45 to 54 years,Visitacion Valley,1
P0269,Adult,55 to 59 years,Visitacion Valley,1
P0269,Adult,65 to 74 years,Sunset,1
P0269,Adult,Null,Sunset,1
P0269,At User Adult,55 to 59 years,Bayview,1
P0269,Juvenile,0 to 9 years,Null,1
P0269,Juvenile,35 to 44 years,Main,1
P0269,Retired Staff,55 to 59 years,West Portal,1
P0269,Senior,65 to 74 years,Richmond,1
P0269,Teacher Card,55 to 59 years,North Beach,1
P0269,Welcome,10 to 19 years,Mission Bay,1
P0270,Adult,45 to 54 years,Excelsior,1
P0270,At User Welcome,10 to 19 years,Ocean View,1
P0270,At User Welcome,60 to 64 years,Main,1
P0270,Digital Access Card,20 to 24 years,Glen Park,1
P0270,Digital Access Card,20 to 24 years,Sunset,1
P0270,Digital Access Card,55 to 59 years,Western Addition,1
P0270,Teacher Card,45 to 54 years,Portola,1
P0270,Teacher Card,45 to 54 years,West Portal,1
P0270,Teacher Card,75 years and over,Bookmobile,1
P0270,Visitor,25 to 34 years,North Beach,1
P0270,Visitor,45 to 54 years,Marina,1
P0270,Visitor,65 to 74 years,Parkside,1
P0270,Welcome,20 to 24 years,Noe Valley,1
P0270,Welcome,25 to 34 years,Presidio,1
P0270,Welcome,75 years and over,Excelsior,1
P0271,Adult,20 to 24 years,Mission Bay,1
P0271,Adult,35 to 44 years,Richmond,1
P0271,Adult,60 to 64 years,Sunset,1
P0271,Adult,Null,Bayview,1
P0271,Digital Access Card,25 to 34 years,Bookmobile,1
P0271,Juvenile,20 to 24 years,Park,1
P0271,Retired Staff,Null,Glen Park,1
P0271,Teacher Card,0 to 9 years,Main,1
P0271,Teacher Card,75 years and over,Merced,1
P0271,Teen,10 to 19 years,Ocean View,1
P0271,Visitor,55 to 59 years,Main,1
P0271,Welcome,20 to 24 years,Merced,1
P0271,Welcome,20 to 24 years,Ocean View,1
P0271,Welcome,45 to 54 years,Merced,1
P0271,Welcome,45 to 54 years,Mission Bay,1
P0272,Adult,20 to 24 years,Visitacion Valley,1
P0272,Adult,65 to 74 years,Visitacion Valley,1
P0272,At User Senior,65 to 74 years,North Beach,1
P0272,Digital Access Card,45 to 54 years,Parkside,1
P0272,Juvenile,10 to 19 years,Bookmobile,1
P0272,Juvenile,45 to 54 years,Mission,1
P0272,Retired Staff,65 to 74 years,Marina,1
P0272,Retired Staff,75 years and over,North Beach,1
P0272,Retired Staff,Null,Parkside,1
P0272,Senior,Null,Mission,1
P0272,Teacher Card,25 to 34 years,Main,1
P0272,Teacher Card,35 to 44 years,North Beach,1
P0272,Teacher Card,65 to 74 years,Ocean View,1
P0272,Visitor,35 to 44 years,Presidio,1
P0272,Welcome,10 to 19 years,Eureka Valley,1
P0273,At User Adult,60 to 64 years,Eureka Valley,1
P0273,Digital Access Card,20 to 24 years,Bernal Heights,1
P0273,Digital Access Card,55 to 59 years,Ocean View,1
P0273,Digital Access Card,75 years and over,North Beach,1
P0273,Retired Staff,25 to 34 years,Golden Gate Valley,1
P0273,Senior,65 to 74 years,Parkside,1
P0273,Teacher Card,35 to 44 years,Mission Bay,1
P0273,Teacher Card,55 to 59 years,Excelsior,1
P0273,Teacher Card,75 years and over,Merced,1
P0273,Teen,10 to 19 years,Potrero,1
P0273,Teen,10 to 19 years,West Portal,1
P0273,Visitor,20 to 24 years,Western Addition,1
P0273,Visitor,45 to 54 years,Main,1
P0273,Welcome,20 to 24 years,Sunset,1
P0273,Welcome,55 to 59 years,Marina,1
P0274,Adult,20 to 24 years,Main,1
P0274,Adult,60 to 64 years,Visitacion Valley,1
P0274,Digital Access Card,10 to 19 years,Sunset,1
P0274,Digital Access Card,35 to 44 years,Sunset,1
P0274,Digital Access Card,45 to 54 years,Sunset,1
P0274,Retired Staff,65 to 74 years,Bernal Heights,1
P0274,Teacher Card,25 to 34 years,Merced,1
P0274,Teacher Card,60 to 64 years,Mission,1
P0274,Teacher Card,65 to 74 years,Glen Park,1
P0274,Teacher Card,65 to 74 years,Mission Bay,1
P0274,Welcome,10 to 19 years,Ingleside,1
P0274,Welcome,20 to 24 years,Noe Valley,1
P0274,Welcome,65 to 74 years,Mission Bay,1
P0274,Welcome,75 years and over,Chinatown,1
P0274,Welcome,75 years and over,Main,1
P0275,Adult,25 to 34 years,Excelsior,1
P0275,Digital Access Card,20 to 24 years,Visitacion Valley,1
P0275,Digital Access Card,45 to 54 years,Bayview,1
P0275,Digital Access Card,45 to 54 years,West Portal,1
P0275,Senior,Null,Bookmobile,1
P0275,Senior,Null,Golden Gate Valley,1
P0275,Teacher Card,45 to 54 years,Ingleside,1
P0275,Teacher Card,65 to 74 years,Mission Bay,1
P0275,Teacher Card,75 years and over,Glen Park,1
P0275,Visitor,25 to 34 years,Bernal Heights,1
P0275,Visitor,35 to 44 years,Eureka Valley,1
P0275,Welcome,45 to 54 years,Mission,1
P0275,Welcome,45 to 54 years,Parkside,1
P0275,Welcome,60 to 64 years,Null,1
P0275,Welcome,75 years and over,Main,1
P0276,Adult,45 to 54 years,Chinatown,1
P0276,Adult,60 to 64 years,Noe Valley,1
P0276,Adult,Null,Main,1
P0276,Digital Access Card,0 to 9 years,Eureka Valley,1
P0276,Digital Access Card,20 to 24 years,Ocean View,1
P0276,Digital Access Card,20 to 24 years,Parkside,1
P0276,Senior,60 to 64 years,Richmond,1
P0276,Senior,65 to 74 years,Park,1
P0276,Teacher Card,10 to 19 years,Bookmobile,1
P0276,Teacher Card,45 to 54 years,Eureka Valley,1
P0276,Teacher Card,45 to 54 years,Noe Valley,1
P0276,Teacher Card,45 to 54 years,North Beach,1
P0276,Teacher Card,75 years and over,Sunset,1
P0276,Teacher Card,Null,Anza,1
P0276,Welcome,55 to 59 years,Glen Park,1
P0277,Adult,0 to 9 years,Ortega,1
P0277,Adult,10 to 19 years,Merced,1
P0277,Adult,45 to 54 years,Mission Bay,1
P0277,Adult,45 to 54 years,Noe Valley,1
P0277,Adult,55 to 59 years,Bookmobile,1
P0277,Adult,55 to 59 years,Potrero,1
P0277,Adult,65 to 74 years,Ortega,1
P0277,Adult,75 years and over,Ocean View,1
P0277,Digital Access Card,0 to 9 years,Eureka Valley,1
P0277,Juvenile,0 to 9 years,Glen Park,1
P0277,Retired Staff,65 to 74 years,West Portal,1
P0277,Teacher Card,25 to 34 years,Ocean View,1
P0277,Teacher Card,55 to 59 years,Presidio,1
P0277,Visitor,35 to 44 years,Golden Gate Valley,1
P0277,Welcome,60 to 64 years,Noe Valley,1
P0278,Adult,10 to 19 years,Sunset,1
